,filename,label,class,width,height,xmin,ymin,xmax,ymax
1460,59859.png,8,C-,41,89,0,0,41,89
1461,62399.png,8,C-,35,64,0,0,35,64
1462,39367.png,8,C-,38,69,0,0,38,69
1463,37965.png,8,C-,40,80,0,0,40,80
1464,48323.png,8,C-,43,87,0,0,43,87
1465,9113.png,8,C-,48,102,0,0,48,102
1466,43458.png,8,C-,46,82,0,0,46,82
1467,38312.png,8,C-,42,81,0,0,42,81
1469,62429.png,8,C-,35,64,0,0,35,64
1470,24212.png,8,C-,37,73,0,0,37,73
1471,52104.png,8,C-,39,75,0,0,39,75
1472,47227.png,8,C-,49,98,0,0,49,98
1473,2510.png,8,C-,43,94,0,0,43,94
1475,60762.png,8,C-,42,101,0,0,42,101
1476,28212.png,8,C-,46,85,0,0,46,85
1477,37337.png,8,C-,38,81,0,0,38,81
1478,44863.png,8,C-,42,74,0,0,42,74
1479,41866.png,8,C-,44,91,0,0,44,91
1480,44530.png,8,C-,41,73,0,0,41,73
1481,28735.png,8,C-,55,85,0,0,55,85
1482,50289.png,8,C-,50,85,0,0,50,85
1484,60516.png,8,C-,40,92,0,0,40,92
1485,46114.png,8,C-,43,91,0,0,43,91
1486,43965.png,8,C-,40,81,0,0,40,81
1489,41345.png,8,C-,38,74,0,0,38,74
1490,22841.png,8,C-,54,89,0,0,54,89
1492,41570.png,8,C-,41,92,0,0,41,92
1493,23358.png,8,C-,40,77,0,0,40,77
1494,24122.png,8,C-,40,77,0,0,40,77
1495,60222.png,8,C-,44,89,0,0,44,89
1496,7677.png,8,C-,55,135,0,0,55,135
1497,59846.png,8,C-,40,89,0,0,40,89
1498,7626.png,8,C-,54,134,0,0,54,134
1499,48390.png,8,C-,42,91,0,0,42,91
1500,38961.png,24,other,108,90,0,0,108,90
1501,49751.png,24,other,82,67,0,0,82,67
1503,39455.png,24,other,51,65,0,0,51,65
1504,2864.png,24,other,42,80,0,0,42,80
1505,47727.png,24,other,27,86,0,0,27,86
1506,40668.png,24,other,39,38,0,0,39,38
1507,27138.png,24,other,82,108,0,0,82,108
1508,18208.png,24,other,46,57,0,0,46,57
1513,50139.png,24,other,66,49,0,0,66,49
1514,54489.png,24,other,38,62,0,0,38,62
1515,36179.png,24,other,51,54,0,0,51,54
1516,39317.png,24,other,56,72,0,0,56,72
1517,26959.png,24,other,56,64,0,0,56,64
1518,16666.png,24,other,69,91,0,0,69,91
1519,27299.png,24,other,48,96,0,0,48,96
1520,18083.png,24,other,44,56,0,0,44,56
1521,25941.png,24,other,79,74,0,0,79,74
1522,9207.png,24,other,35,67,0,0,35,67
1523,51816.png,24,other,41,54,0,0,41,54
1524,39219.png,24,other,71,88,0,0,71,88
1525,39864.png,24,other,55,73,0,0,55,73
1526,3062.png,24,other,41,78,0,0,41,78
1527,18307.png,24,other,45,58,0,0,45,58
1528,18417.png,24,other,44,58,0,0,44,58
1529,52044.png,24,other,41,46,0,0,41,46
1530,27031.png,24,other,44,54,0,0,44,54
1531,1347.png,24,other,72,166,0,0,72,166
1532,27320.png,24,other,50,106,0,0,50,106
1534,40417.png,24,other,45,60,0,0,45,60
1535,40138.png,24,other,45,59,0,0,45,59
1536,40992.png,24,other,45,42,0,0,45,42
1539,36246.png,24,other,39,79,0,0,39,79
1540,10451.png,24,other,41,102,0,0,41,102
1541,27080.png,24,other,42,40,0,0,42,40
1542,16633.png,24,other,55,77,0,0,55,77
1543,18412.png,24,other,44,58,0,0,44,58
1544,26868.png,24,other,45,54,0,0,45,54
1546,18234.png,24,other,45,55,0,0,45,55
1547,27137.png,24,other,111,94,0,0,111,94
1548,41040.png,24,other,48,49,0,0,48,49
1549,35648.png,24,other,86,58,0,0,86,58
1552,36468.png,24,other,47,51,0,0,47,51
1555,40184.png,24,other,51,71,0,0,51,71
1557,1395.png,24,other,82,192,0,0,82,192
1559,16513.png,24,other,55,50,0,0,55,50
1560,18508.png,24,other,45,58,0,0,45,58
1561,40415.png,24,other,50,68,0,0,50,68
1562,39621.png,24,other,51,73,0,0,51,73
1566,40875.png,24,other,48,71,0,0,48,71
1567,36337.png,24,other,49,52,0,0,49,52
1568,52511.png,24,other,27,66,0,0,27,66
1570,35741.png,24,other,65,52,0,0,65,52
1571,17966.png,24,other,45,58,0,0,45,58
1572,3249.png,24,other,44,90,0,0,44,90
1573,27134.png,24,other,43,55,0,0,43,55
1574,2509.png,24,other,40,74,0,0,40,74
1575,17991.png,24,other,45,58,0,0,45,58
1576,36860.png,24,other,45,40,0,0,45,40
1577,38619.png,24,other,91,42,0,0,91,42
1579,40271.png,24,other,36,75,0,0,36,75
1580,40099.png,24,other,55,76,0,0,55,76
1581,11083.png,24,other,39,60,0,0,39,60
1582,28230.png,24,other,52,39,0,0,52,39
1583,17996.png,24,other,45,58,0,0,45,58
1585,26229.png,24,other,51,60,0,0,51,60
1588,16591.png,24,other,55,76,0,0,55,76
1589,40728.png,24,other,42,39,0,0,42,39
1590,35763.png,24,other,83,63,0,0,83,63
1591,25812.png,24,other,74,51,0,0,74,51
1592,39573.png,24,other,52,76,0,0,52,76
1594,25810.png,24,other,57,64,0,0,57,64
1595,51261.png,24,other,96,169,0,0,96,169
1596,49765.png,24,other,80,67,0,0,80,67
1597,25664.png,24,other,68,50,0,0,68,50
1598,29740.png,24,other,31,56,0,0,31,56
1599,25813.png,24,other,65,44,0,0,65,44
1600,49797.png,24,other,81,69,0,0,81,69
1601,26774.png,24,other,49,60,0,0,49,60
1603,26685.png,24,other,49,69,0,0,49,69
1604,40785.png,24,other,47,71,0,0,47,71
1605,36883.png,24,other,48,50,0,0,48,50
1606,18322.png,24,other,45,58,0,0,45,58
1607,10172.png,24,other,33,58,0,0,33,58
1608,11601.png,24,other,38,63,0,0,38,63
1610,27318.png,24,other,43,69,0,0,43,69
1614,39222.png,24,other,46,41,0,0,46,41
1615,40624.png,24,other,48,62,0,0,48,62
1617,18088.png,24,other,45,56,0,0,45,56
1618,36793.png,24,other,59,36,0,0,59,36
1619,35930.png,24,other,59,56,0,0,59,56
1621,2898.png,24,other,38,73,0,0,38,73
1622,51273.png,24,other,44,78,0,0,44,78
1623,27268.png,24,other,43,57,0,0,43,57
1624,11702.png,24,other,35,53,0,0,35,53
1625,16682.png,24,other,84,156,0,0,84,156
1627,62103.png,24,other,25,28,0,0,25,28
1628,27322.png,24,other,45,87,0,0,45,87
1629,49923.png,24,other,74,67,0,0,74,67
1630,371.png,24,other,63,174,0,0,63,174
1631,25854.png,24,other,64,49,0,0,64,49
1633,62151.png,24,other,25,29,0,0,25,29
1634,39248.png,24,other,52,62,0,0,52,62
1635,10452.png,24,other,55,100,0,0,55,100
1636,27117.png,24,other,53,65,0,0,53,65
1637,11196.png,24,other,41,64,0,0,41,64
1638,38764.png,24,other,117,66,0,0,117,66
1639,18432.png,24,other,45,59,0,0,45,59
1640,49885.png,24,other,73,67,0,0,73,67
1641,36770.png,24,other,59,38,0,0,59,38
1642,16506.png,24,other,59,74,0,0,59,74
1643,3235.png,24,other,44,89,0,0,44,89
1644,35929.png,24,other,71,62,0,0,71,62
1645,36794.png,24,other,46,43,0,0,46,43
1646,38785.png,24,other,115,67,0,0,115,67
1647,27114.png,24,other,37,32,0,0,37,32
1648,38133.png,24,other,32,48,0,0,32,48
1649,10462.png,24,other,44,109,0,0,44,109
1650,55443.png,12,A98,43,90,0,0,43,90
1651,31989.png,12,A98,71,84,0,0,71,84
1653,60500.png,12,A98,39,93,0,0,39,93
1654,36936.png,12,A98,35,71,0,0,35,71
1655,26114.png,12,A98,46,78,0,0,46,78
1656,38610.png,12,A98,38,83,0,0,38,83
1658,44166.png,12,A98,47,83,0,0,47,83
1659,42225.png,12,A98,44,78,0,0,44,78
1661,14331.png,12,A98,46,83,0,0,46,83
1663,62120.png,12,A98,38,70,0,0,38,70
1664,42527.png,12,A98,55,84,0,0,55,84
1665,37808.png,12,A98,38,65,0,0,38,65
1666,57877.png,12,A98,54,104,0,0,54,104
1667,36852.png,12,A98,36,76,0,0,36,76
1668,54603.png,12,A98,52,113,0,0,52,113
1669,25038.png,12,A98,50,81,0,0,50,81
1671,37628.png,12,A98,38,73,0,0,38,73
1672,54644.png,12,A98,48,103,0,0,48,103
1673,12302.png,12,A98,45,94,0,0,45,94
1674,34167.png,12,A98,44,79,0,0,44,79
1675,62261.png,12,A98,40,74,0,0,40,74
1676,6636.png,12,A98,41,98,0,0,41,98
1678,61318.png,12,A98,43,106,0,0,43,106
1679,31268.png,12,A98,41,85,0,0,41,85
1680,37296.png,12,A98,37,70,0,0,37,70
1682,54289.png,12,A98,43,105,0,0,43,105
1683,6673.png,12,A98,41,93,0,0,41,93
1685,21668.png,12,A98,55,98,0,0,55,98
1686,26797.png,12,A98,39,72,0,0,39,72
1687,22417.png,12,A98,61,98,0,0,61,98
1688,48015.png,12,A98,55,94,0,0,55,94
1689,60445.png,12,A98,40,102,0,0,40,102
1690,13994.png,12,A98,42,76,0,0,42,76
1692,22239.png,12,A98,55,98,0,0,55,98
1693,24982.png,12,A98,48,91,0,0,48,91
1694,47059.png,12,A98,52,102,0,0,52,102
1695,3209.png,12,A98,47,79,0,0,47,79
1696,44237.png,12,A98,44,77,0,0,44,77
1697,2572.png,12,A98,49,62,0,0,49,62
1698,37700.png,12,A98,39,72,0,0,39,72
1699,55432.png,12,A98,43,91,0,0,43,91
1700,34252.png,12,A98,39,68,0,0,39,68
1701,41573.png,12,A98,47,92,0,0,47,92
1702,41970.png,12,A98,49,97,0,0,49,97
1703,22441.png,12,A98,62,102,0,0,62,102
1704,39853.png,12,A98,39,74,0,0,39,74
1705,62088.png,12,A98,38,70,0,0,38,70
1706,7600.png,12,A98,70,124,0,0,70,124
1707,61024.png,12,A98,39,100,0,0,39,100
1708,37507.png,12,A98,36,70,0,0,36,70
1709,12204.png,12,A98,43,86,0,0,43,86
1710,57413.png,12,A98,56,98,0,0,56,98
1711,58143.png,12,A98,64,130,0,0,64,130
1712,61699.png,12,A98,45,90,0,0,45,90
1713,47245.png,12,A98,58,107,0,0,58,107
1714,58080.png,12,A98,61,125,0,0,61,125
1715,38423.png,12,A98,40,81,0,0,40,81
1716,32220.png,12,A98,61,81,0,0,61,81
1717,60992.png,12,A98,40,101,0,0,40,101
1719,24375.png,12,A98,32,74,0,0,32,74
1720,15945.png,12,A98,44,99,0,0,44,99
1721,54592.png,12,A98,50,110,0,0,50,110
1722,34802.png,12,A98,42,74,0,0,42,74
1723,62803.png,12,A98,37,69,0,0,37,69
1724,19568.png,12,A98,42,95,0,0,42,95
1725,9374.png,12,A98,42,94,0,0,42,94
1726,12796.png,12,A98,50,90,0,0,50,90
1729,39210.png,12,A98,42,70,0,0,42,70
1730,62058.png,12,A98,39,74,0,0,39,74
1731,57777.png,12,A98,56,102,0,0,56,102
1732,57200.png,12,A98,49,80,0,0,49,80
1733,22465.png,12,A98,61,103,0,0,61,103
1734,9608.png,12,A98,40,102,0,0,40,102
1735,46872.png,12,A98,51,99,0,0,51,99
1736,36874.png,12,A98,35,72,0,0,35,72
1737,11697.png,12,A98,46,82,0,0,46,82
1739,44787.png,12,A98,49,79,0,0,49,79
1740,40656.png,12,A98,36,71,0,0,36,71
1742,23528.png,12,A98,36,74,0,0,36,74
1743,42326.png,12,A98,50,75,0,0,50,75
1745,21777.png,12,A98,55,102,0,0,55,102
1746,34570.png,12,A98,44,75,0,0,44,75
1748,31656.png,12,A98,50,97,0,0,50,97
1749,30668.png,12,A98,41,72,0,0,41,72
1750,61288.png,12,A98,44,107,0,0,44,107
1751,46994.png,12,A98,56,109,0,0,56,109
1753,47619.png,12,A98,58,102,0,0,58,102
1754,43041.png,12,A98,46,82,0,0,46,82
1755,38732.png,12,A98,37,70,0,0,37,70
1756,29789.png,12,A98,53,87,0,0,53,87
1757,19633.png,12,A98,43,89,0,0,43,89
1758,26725.png,12,A98,41,72,0,0,41,72
1759,57917.png,12,A98,53,105,0,0,53,105
1760,35202.png,12,A98,41,70,0,0,41,70
1761,12616.png,12,A98,51,92,0,0,51,92
1762,11823.png,12,A98,45,89,0,0,45,89
1763,15233.png,12,A98,47,79,0,0,47,79
1766,30430.png,12,A98,44,75,0,0,44,75
1767,20694.png,12,A98,47,104,0,0,47,104
1768,26890.png,12,A98,38,67,0,0,38,67
1769,26418.png,12,A98,41,73,0,0,41,73
1770,60541.png,12,A98,41,95,0,0,41,95
1771,47210.png,12,A98,57,103,0,0,57,103
1772,12894.png,12,A98,55,99,0,0,55,99
1773,3291.png,12,A98,44,76,0,0,44,76
1774,47176.png,12,A98,56,99,0,0,56,99
1775,62231.png,12,A98,39,71,0,0,39,71
1776,57483.png,12,A98,51,89,0,0,51,89
1777,31903.png,12,A98,65,80,0,0,65,80
1778,26946.png,12,A98,40,69,0,0,40,69
1780,30721.png,12,A98,38,66,0,0,38,66
1781,26527.png,12,A98,40,70,0,0,40,70
1782,38776.png,12,A98,38,73,0,0,38,73
1784,57133.png,12,A98,48,74,0,0,48,74
1785,55134.png,12,A98,51,99,0,0,51,99
1787,25147.png,12,A98,50,78,0,0,50,78
1788,19667.png,12,A98,43,86,0,0,43,86
1789,30281.png,12,A98,48,82,0,0,48,82
1790,61953.png,12,A98,38,74,0,0,38,74
1791,13806.png,12,A98,42,76,0,0,42,76
1792,33376.png,12,A98,43,75,0,0,43,75
1793,9704.png,12,A98,38,102,0,0,38,102
1794,25236.png,12,A98,50,78,0,0,50,78
1795,25523.png,12,A98,44,71,0,0,44,71
1796,60960.png,12,A98,42,106,0,0,42,106
1797,22871.png,12,A98,49,92,0,0,49,92
1798,16441.png,12,A98,76,139,0,0,76,139
1799,44465.png,12,A98,49,100,0,0,49,100
1800,37486.png,2,B4,34,60,0,0,34,60
1802,42609.png,2,B4,40,73,0,0,40,73
1803,57716.png,2,B4,41,79,0,0,41,79
1804,10299.png,2,B4,40,97,0,0,40,97
1806,9849.png,2,B4,39,93,0,0,39,93
1807,41611.png,2,B4,35,69,0,0,35,69
1808,10088.png,2,B4,43,107,0,0,43,107
1809,60595.png,2,B4,36,80,0,0,36,80
1810,32531.png,2,B4,41,87,0,0,41,87
1811,60064.png,2,B4,41,89,0,0,41,89
1812,20255.png,2,B4,40,86,0,0,40,86
1813,10805.png,2,B4,39,94,0,0,39,94
1814,39676.png,2,B4,31,61,0,0,31,61
1815,37730.png,2,B4,34,63,0,0,34,63
1816,41109.png,2,B4,32,62,0,0,32,62
1817,9449.png,2,B4,44,97,0,0,44,97
1818,57189.png,2,B4,45,69,0,0,45,69
1819,43964.png,2,B4,35,64,0,0,35,64
1821,33365.png,2,B4,36,75,0,0,36,75
1822,33439.png,2,B4,36,74,0,0,36,74
1823,33800.png,2,B4,37,74,0,0,37,74
1824,54174.png,2,B4,42,73,0,0,42,73
1825,8558.png,2,B4,48,99,0,0,48,99
1826,54332.png,2,B4,43,76,0,0,43,76
1827,39699.png,2,B4,32,62,0,0,32,62
1828,45200.png,2,B4,39,69,0,0,39,69
1831,57256.png,2,B4,43,70,0,0,43,70
1834,34961.png,2,B4,34,66,0,0,34,66
1835,57838.png,2,B4,41,79,0,0,41,79
1836,32232.png,2,B4,39,82,0,0,39,82
1837,41079.png,2,B4,32,62,0,0,32,62
1838,39204.png,2,B4,31,61,0,0,31,61
1839,43888.png,2,B4,36,67,0,0,36,67
1840,41330.png,2,B4,33,64,0,0,33,64
1841,36057.png,2,B4,32,56,0,0,32,56
1842,9238.png,2,B4,43,97,0,0,43,97
1843,30279.png,2,B4,33,63,0,0,33,63
1845,30773.png,2,B4,35,61,0,0,35,61
1847,59997.png,2,B4,46,97,0,0,46,97
1848,30719.png,2,B4,32,57,0,0,32,57
1851,35723.png,2,B4,32,58,0,0,32,58
1852,42374.png,2,B4,38,73,0,0,38,73
1853,36276.png,2,B4,33,58,0,0,33,58
1854,19317.png,2,B4,44,82,0,0,44,82
1855,30666.png,2,B4,33,59,0,0,33,59
1856,57895.png,2,B4,44,89,0,0,44,89
1857,57641.png,2,B4,40,72,0,0,40,72
1858,61329.png,2,B4,44,97,0,0,44,97
1859,42813.png,2,B4,37,68,0,0,37,68
1860,10057.png,2,B4,43,108,0,0,43,108
1863,37336.png,2,B4,36,59,0,0,36,59
1864,8754.png,2,B4,44,97,0,0,44,97
1865,62147.png,2,B4,37,68,0,0,37,68
1866,20968.png,2,B4,42,99,0,0,42,99
1868,61269.png,2,B4,43,96,0,0,43,96
1869,62578.png,2,B4,33,65,0,0,33,65
1870,54185.png,2,B4,41,72,0,0,41,72
1873,62099.png,2,B4,38,72,0,0,38,72
1875,40486.png,2,B4,32,61,0,0,32,61
1877,32994.png,2,B4,39,80,0,0,39,80
1878,38770.png,2,B4,33,63,0,0,33,63
1879,60498.png,2,B4,37,84,0,0,37,84
1881,31413.png,2,B4,42,79,0,0,42,79
1882,10009.png,2,B4,42,97,0,0,42,97
1883,44411.png,2,B4,39,67,0,0,39,67
1884,36209.png,2,B4,32,56,0,0,32,56
1885,60456.png,2,B4,37,89,0,0,37,89
1887,29934.png,2,B4,35,66,0,0,35,66
1888,43797.png,2,B4,36,67,0,0,36,67
1889,33015.png,2,B4,39,78,0,0,39,78
1890,35700.png,2,B4,32,59,0,0,32,59
1892,43332.png,2,B4,37,62,0,0,37,62
1893,35912.png,2,B4,31,57,0,0,31,57
1894,6458.png,2,B4,40,103,0,0,40,103
1895,44196.png,2,B4,39,67,0,0,39,67
1899,30556.png,2,B4,34,62,0,0,34,62
1900,44719.png,2,B4,36,66,0,0,36,66
1901,20574.png,2,B4,40,85,0,0,40,85
1902,32120.png,2,B4,42,96,0,0,42,96
1903,58019.png,2,B4,42,94,0,0,42,94
1904,39582.png,2,B4,30,60,0,0,30,60
1906,38398.png,2,B4,35,68,0,0,35,68
1907,20203.png,2,B4,41,86,0,0,41,86
1908,33219.png,2,B4,37,77,0,0,37,77
1909,31048.png,2,B4,37,71,0,0,37,71
1910,37381.png,2,B4,35,59,0,0,35,59
1911,57829.png,2,B4,41,80,0,0,41,80
1912,37640.png,2,B4,35,64,0,0,35,64
1913,31871.png,2,B4,45,89,0,0,45,89
1914,44783.png,2,B4,37,67,0,0,37,67
1916,277.png,2,B4,67,171,0,0,67,171
1917,31987.png,2,B4,48,106,0,0,48,106
1919,60524.png,2,B4,38,86,0,0,38,86
1920,57471.png,2,B4,42,72,0,0,42,72
1922,32815.png,2,B4,40,78,0,0,40,78
1923,43249.png,2,B4,37,62,0,0,37,62
1924,60956.png,2,B4,41,87,0,0,41,87
1925,36430.png,2,B4,33,57,0,0,33,57
1927,39462.png,2,B4,31,60,0,0,31,60
1928,44816.png,2,B4,36,68,0,0,36,68
1930,36232.png,2,B4,33,58,0,0,33,58
1931,35150.png,2,B4,34,65,0,0,34,65
1932,54847.png,2,B4,52,94,0,0,52,94
1933,44495.png,2,B4,39,69,0,0,39,69
1934,43475.png,2,B4,37,63,0,0,37,63
1935,43945.png,2,B4,36,66,0,0,36,66
1936,35402.png,2,B4,32,61,0,0,32,61
1938,62725.png,2,B4,31,60,0,0,31,60
1939,61607.png,2,B4,44,104,0,0,44,104
1940,54140.png,2,B4,42,70,0,0,42,70
1942,33670.png,2,B4,37,76,0,0,37,76
1943,37197.png,2,B4,34,61,0,0,34,61
1944,10831.png,2,B4,37,87,0,0,37,87
1946,33057.png,2,B4,39,78,0,0,39,78
1949,34097.png,2,B4,37,75,0,0,37,75
1950,45772.png,16,A19,40,78,0,0,40,78
1951,40451.png,16,A19,32,63,0,0,32,63
1952,62258.png,16,A19,41,74,0,0,41,74
1953,57239.png,16,A19,39,70,0,0,39,70
1954,30749.png,16,A19,35,66,0,0,35,66
1955,15679.png,16,A19,43,91,0,0,43,91
1956,38652.png,16,A19,37,69,0,0,37,69
1957,26817.png,16,A19,33,69,0,0,33,69
1958,15633.png,16,A19,44,92,0,0,44,92
1959,44433.png,16,A19,45,75,0,0,45,75
1963,9764.png,16,A19,38,99,0,0,38,99
1965,44911.png,16,A19,48,76,0,0,48,76
1966,38931.png,16,A19,37,67,0,0,37,67
1967,11638.png,16,A19,47,93,0,0,47,93
1968,37954.png,16,A19,42,84,0,0,42,84
1969,38999.png,16,A19,38,65,0,0,38,65
1970,22281.png,16,A19,51,88,0,0,51,88
1972,34362.png,16,A19,43,73,0,0,43,73
1974,26910.png,16,A19,34,69,0,0,34,69
1975,47060.png,16,A19,51,104,0,0,51,104
1976,40678.png,16,A19,31,63,0,0,31,63
1978,52439.png,16,A19,37,76,0,0,37,76
1979,15649.png,16,A19,44,94,0,0,44,94
1980,34909.png,16,A19,37,65,0,0,37,65
1981,36591.png,16,A19,33,65,0,0,33,65
1982,36066.png,16,A19,35,63,0,0,35,63
1983,35074.png,16,A19,36,66,0,0,36,66
1984,29095.png,16,A19,67,100,0,0,67,100
1985,6398.png,16,A19,35,77,0,0,35,77
1986,23995.png,16,A19,36,81,0,0,36,81
1988,28527.png,16,A19,57,96,0,0,57,96
1989,10231.png,16,A19,38,96,0,0,38,96
1990,38734.png,16,A19,37,69,0,0,37,69
1992,62116.png,16,A19,43,82,0,0,43,82
1993,34992.png,16,A19,37,66,0,0,37,66
1994,33313.png,16,A19,39,74,0,0,39,74
1995,29708.png,16,A19,59,79,0,0,59,79
1996,60864.png,16,A19,40,76,0,0,40,76
1997,38092.png,16,A19,41,73,0,0,41,73
1998,9924.png,16,A19,39,104,0,0,39,104
1999,14366.png,16,A19,39,72,0,0,39,72
2000,54375.png,16,A19,44,83,0,0,44,83
2001,26350.png,16,A19,30,63,0,0,30,63
2002,34951.png,16,A19,38,68,0,0,38,68
2005,11291.png,16,A19,48,84,0,0,48,84
2006,51857.png,16,A19,34,63,0,0,34,63
2007,43302.png,16,A19,37,60,0,0,37,60
2008,60897.png,16,A19,40,76,0,0,40,76
2010,9715.png,16,A19,40,106,0,0,40,106
2011,21340.png,16,A19,51,93,0,0,51,93
2012,24477.png,16,A19,36,79,0,0,36,79
2013,26167.png,16,A19,30,63,0,0,30,63
2014,60771.png,16,A19,39,75,0,0,39,75
2015,15304.png,16,A19,41,77,0,0,41,77
2016,34457.png,16,A19,43,75,0,0,43,75
2017,35286.png,16,A19,34,63,0,0,34,63
2018,38372.png,16,A19,40,73,0,0,40,73
2021,30678.png,16,A19,33,62,0,0,33,62
2022,45107.png,16,A19,45,74,0,0,45,74
2023,37972.png,16,A19,42,85,0,0,42,85
2024,54263.png,16,A19,49,85,0,0,49,85
2025,24574.png,16,A19,37,76,0,0,37,76
2026,41509.png,16,A19,36,78,0,0,36,78
2027,47485.png,16,A19,49,102,0,0,49,102
2028,6313.png,16,A19,34,74,0,0,34,74
2029,10137.png,16,A19,39,102,0,0,39,102
2030,44756.png,16,A19,55,77,0,0,55,77
2031,14417.png,16,A19,40,76,0,0,40,76
2032,14029.png,16,A19,39,77,0,0,39,77
2033,44071.png,16,A19,42,72,0,0,42,72
2034,47094.png,16,A19,52,102,0,0,52,102
2035,24870.png,16,A19,35,72,0,0,35,72
2036,62890.png,16,A19,36,68,0,0,36,68
2038,62195.png,16,A19,41,75,0,0,41,75
2039,22563.png,16,A19,49,92,0,0,49,92
2040,44604.png,16,A19,52,75,0,0,52,75
2041,10358.png,16,A19,38,103,0,0,38,103
2042,15496.png,16,A19,40,78,0,0,40,78
2043,54339.png,16,A19,48,90,0,0,48,90
2044,21388.png,16,A19,50,90,0,0,50,90
2045,41481.png,16,A19,35,75,0,0,35,75
2047,23083.png,16,A19,44,84,0,0,44,84
2048,21187.png,16,A19,49,85,0,0,49,85
2049,13329.png,16,A19,46,76,0,0,46,76
2050,26456.png,16,A19,31,64,0,0,31,64
2051,20629.png,16,A19,42,80,0,0,42,80
2052,61389.png,16,A19,46,86,0,0,46,86
2053,24435.png,16,A19,36,77,0,0,36,77
2054,9047.png,16,A19,38,89,0,0,38,89
2055,13841.png,16,A19,42,87,0,0,42,87
2056,24138.png,16,A19,36,81,0,0,36,81
2057,9173.png,16,A19,38,94,0,0,38,94
2058,36720.png,16,A19,33,66,0,0,33,66
2060,37189.png,16,A19,33,69,0,0,33,69
2061,61860.png,16,A19,40,82,0,0,40,82
2062,9747.png,16,A19,40,105,0,0,40,105
2063,32272.png,16,A19,38,89,0,0,38,89
2064,14013.png,16,A19,40,79,0,0,40,79
2065,28768.png,16,A19,66,93,0,0,66,93
2067,35432.png,16,A19,33,62,0,0,33,62
2068,41930.png,16,A19,35,76,0,0,35,76
2069,36263.png,16,A19,36,66,0,0,36,66
2070,46679.png,16,A19,52,100,0,0,52,100
2072,29796.png,16,A19,52,74,0,0,52,74
2073,21501.png,16,A19,45,82,0,0,45,82
2074,52065.png,16,A19,33,65,0,0,33,65
2075,46147.png,16,A19,47,97,0,0,47,97
2076,44673.png,16,A19,54,74,0,0,54,74
2077,23188.png,16,A19,38,74,0,0,38,74
2079,37140.png,16,A19,33,69,0,0,33,69
2080,43634.png,16,A19,39,68,0,0,39,68
2081,43479.png,16,A19,40,66,0,0,40,66
2082,23531.png,16,A19,39,80,0,0,39,80
2083,62100.png,16,A19,41,79,0,0,41,79
2084,46341.png,16,A19,49,92,0,0,49,92
2085,14318.png,16,A19,38,72,0,0,38,72
2086,6453.png,16,A19,36,77,0,0,36,77
2087,40982.png,16,A19,34,68,0,0,34,68
2088,23706.png,16,A19,37,77,0,0,37,77
2089,47110.png,16,A19,53,103,0,0,53,103
2090,8999.png,16,A19,38,90,0,0,38,90
2092,35509.png,16,A19,33,61,0,0,33,61
2093,29765.png,16,A19,55,76,0,0,55,76
2094,23307.png,16,A19,39,78,0,0,39,78
2095,61845.png,16,A19,42,86,0,0,42,86
2096,28758.png,16,A19,66,91,0,0,66,91
2098,41840.png,16,A19,35,76,0,0,35,76
2099,62040.png,16,A19,40,74,0,0,40,74
2100,50936.png,6,B22,49,99,0,0,49,99
2101,33337.png,6,B22,42,73,0,0,42,73
2105,39666.png,6,B22,38,69,0,0,38,69
2106,29293.png,6,B22,47,85,0,0,47,85
2107,51212.png,6,B22,46,89,0,0,46,89
2108,27108.png,6,B22,40,76,0,0,40,76
2109,19876.png,6,B22,56,77,0,0,56,77
2111,44014.png,6,B22,51,80,0,0,51,80
2112,29903.png,6,B22,36,64,0,0,36,64
2113,57007.png,6,B22,50,96,0,0,50,96
2114,34283.png,6,B22,40,75,0,0,40,75
2115,31660.png,6,B22,40,77,0,0,40,77
2116,12643.png,6,B22,47,99,0,0,47,99
2117,24146.png,6,B22,44,75,0,0,44,75
2118,57370.png,6,B22,49,98,0,0,49,98
2120,15432.png,6,B22,48,92,0,0,48,92
2121,1065.png,6,B22,81,162,0,0,81,162
2122,44711.png,6,B22,52,74,0,0,52,74
2123,14165.png,6,B22,43,72,0,0,43,72
2124,14135.png,6,B22,42,66,0,0,42,66
2125,57107.png,6,B22,51,97,0,0,51,97
2126,53508.png,6,B22,64,104,0,0,64,104
2128,25546.png,6,B22,45,82,0,0,45,82
2129,44824.png,6,B22,53,73,0,0,53,73
2130,53445.png,6,B22,69,99,0,0,69,99
2131,52226.png,6,B22,40,74,0,0,40,74
2133,52612.png,6,B22,44,92,0,0,44,92
2134,52820.png,6,B22,54,89,0,0,54,89
2135,32223.png,6,B22,46,81,0,0,46,81
2136,48018.png,6,B22,49,85,0,0,49,85
2137,53220.png,6,B22,46,95,0,0,46,95
2139,47487.png,6,B22,50,93,0,0,50,93
2140,19544.png,6,B22,61,78,0,0,61,78
2141,34320.png,6,B22,40,74,0,0,40,74
2142,56954.png,6,B22,55,104,0,0,55,104
2143,43374.png,6,B22,42,84,0,0,42,84
2145,40662.png,6,B22,37,70,0,0,37,70
2146,53954.png,6,B22,46,97,0,0,46,97
2147,15227.png,6,B22,44,77,0,0,44,77
2150,12521.png,6,B22,47,95,0,0,47,95
2151,29511.png,6,B22,43,83,0,0,43,83
